customer_id,Recency,Frequency,Monetary,Recency_Score,Frequency_Score,Monetary_Score,RFM_Score,Customer_Segment
22819,1,2,112.32,5,5,2,552,Loyal Customers
22825,7,1,145.33,3,1,3,313,Others
22826,8,1,110.57,2,1,2,212,Lost Customers
22827,5,3,433.51,3,5,5,355,Others
22828,9,1,190.2,1,1,3,113,Others
22829,8,1,113.31,2,1,2,212,Lost Customers
22830,10,1,33.98,1,1,1,111,Lost Customers
22831,3,2,372.08000000000004,4,5,4,454,Loyal Customers
22832,5,1,295.98,3,1,4,314,Others
22833,7,2,990.4499999999999,3,5,5,355,Others
22835,3,1,42.35,4,2,1,421,Others
22837,7,1,18.45,3,2,1,321,Others
22838,5,1,133.27,3,2,3,323,Others
22843,7,2,151.3,3,5,3,353,Others
22845,7,1,176.25,3,2,3,323,Others
22847,8,1,43.87,2,2,1,221,Lost Customers
22849,1,2,223.31,5,5,3,553,Loyal Customers
22850,3,2,216.01999999999998,4,5,3,453,Loyal Customers
22853,5,1,3.24,3,2,1,321,Others
22855,1,2,514.74,5,5,5,555,High-Value Customers
22856,7,1,131.15,3,2,3,323,Others
22857,7,2,58.93000000000001,3,5,2,352,Others
22859,7,1,632.66,3,2,5,325,Others
22862,1,1,460.45,5,2,5,525,New Customers
22863,3,1,162.12,4,2,3,423,Others
22867,1,1,296.01,5,2,4,524,New Customers
22868,7,1,857.11,3,2,5,325,Others
22870,3,1,358.37,4,2,4,424,Others
22876,2,1,108.53,5,2,2,522,New Customers
22888,2,1,207.2,5,2,3,523,New Customers
22892,1,1,20.85,5,2,1,521,New Customers
22894,4,1,69.03,4,2,2,422,Others
22895,7,1,121.21,3,2,2,322,Others
22896,2,1,437.59,5,2,5,525,New Customers
22899,7,1,276.05,3,2,4,324,Others
22901,1,2,427.25,5,5,5,555,High-Value Customers
22902,7,2,120.85,3,5,2,352,Others
22903,1,1,329.14,5,2,4,524,New Customers
22906,4,3,154.11,4,5,3,453,Loyal Customers
22908,9,1,151.97,1,2,3,123,Others
22909,7,1,372.93,3,2,4,324,Others
22915,7,1,4.01,3,2,1,321,Others
22918,7,1,612.32,3,2,5,325,Others
22920,7,1,295.17,3,2,4,324,Others
22923,10,1,243.99,1,2,4,124,Others
22924,5,1,630.78,3,2,5,325,Others
22927,9,1,43.79,1,2,1,121,Lost Customers
22930,5,2,396.73,3,5,4,354,Others
22932,1,1,43.71,5,2,1,521,New Customers
22934,7,1,150.23,3,2,3,323,Others
22935,4,2,606.45,4,5,5,455,Loyal Customers
22937,8,1,229.8,2,2,3,223,Others
22938,9,1,40.84,1,2,1,121,Lost Customers
22939,5,2,432.40000000000003,3,5,5,355,Others
22942,7,1,209.76,3,2,3,323,Others
22945,2,2,1370.94,5,5,5,555,High-Value Customers
22947,2,2,429.85,5,5,5,555,High-Value Customers
22949,7,1,78.94,3,2,2,322,Others
22950,10,1,203.25,1,2,3,123,Others
22955,7,1,246.31,3,2,4,324,Others
22956,2,2,536.88,5,5,5,555,High-Value Customers
22957,1,1,61.72,5,2,2,522,New Customers
22961,1,1,248.54,5,2,4,524,New Customers
22968,2,1,109.39,5,2,2,522,New Customers
22969,10,1,29.82,1,2,1,121,Lost Customers
22973,2,1,30.09,5,2,1,521,New Customers
22974,1,2,398.97,5,5,4,554,Loyal Customers
22978,2,2,164.51,5,5,3,553,Loyal Customers
22981,3,1,280.14,4,2,4,424,Others
22983,7,1,50.56,3,2,1,321,Others
22984,3,2,118.32999999999998,4,5,2,452,Loyal Customers
22985,2,1,26.29,5,2,1,521,New Customers
22988,9,1,59.51,1,2,2,122,Lost Customers
22990,1,1,37.29,5,2,1,521,New Customers
22996,7,2,104.24000000000001,3,5,2,352,Others
22998,7,2,492.27,3,5,5,355,Others
23002,7,1,62.6,3,2,2,322,Others
23004,9,1,92.85,1,2,2,122,Lost Customers
23005,7,1,171.34,3,2,3,323,Others
23007,9,1,473.24,1,2,5,125,Others
23009,1,1,514.71,5,2,5,525,New Customers
23013,7,1,18.7,3,2,1,321,Others
23015,8,1,334.11,2,2,4,224,Others
23020,7,1,496.31,3,2,5,325,Others
23022,4,1,52.72,4,2,1,421,Others
23029,2,1,219.15,5,2,3,523,New Customers
23030,5,1,27.65,3,2,1,321,Others
23039,7,1,73.17,3,2,2,322,Others
23040,7,2,943.45,3,5,5,355,Others
23041,7,1,442.81,3,2,5,325,Others
23042,7,1,735.65,3,2,5,325,Others
23043,1,2,1228.7,5,5,5,555,High-Value Customers
23051,7,1,463.13,3,2,5,325,Others
23052,10,1,167.31,1,2,3,123,Others
23060,5,2,69.95,3,5,2,352,Others
23062,2,1,48.18,5,2,1,521,New Customers
23064,10,1,72.26,1,2,2,122,Lost Customers
23066,7,1,308.08,3,2,4,324,Others
23067,8,1,35.13,2,2,1,221,Lost Customers
23069,7,1,122.57,3,2,2,322,Others
23070,9,1,69.41,1,2,2,122,Lost Customers
23072,8,1,20.8,2,2,1,221,Lost Customers
23074,7,1,339.6,3,2,4,324,Others
23075,7,1,417.67,3,2,5,325,Others
23079,8,1,67.79,2,2,2,222,Lost Customers
23080,7,2,1105.4299999999998,3,5,5,355,Others
23083,2,2,57.769999999999996,5,5,2,552,Loyal Customers
23084,2,2,262.87,5,5,4,554,Loyal Customers
23085,7,1,158.86,3,2,3,323,Others
23086,7,1,76.93,3,2,2,322,Others
23088,8,1,363.75,2,2,4,224,Others
23090,7,2,717.27,3,5,5,355,Others
23091,2,1,605.5,5,2,5,525,New Customers
23092,5,1,16.29,3,2,1,321,Others
23096,1,1,599.23,5,2,5,525,New Customers
23097,2,1,551.94,5,2,5,525,New Customers
23101,2,2,327.18,5,5,4,554,Loyal Customers
23105,2,1,3.12,5,2,1,521,New Customers
23108,5,1,177.25,3,2,3,323,Others
23113,3,1,371.43,4,2,4,424,Others
23119,9,1,17.25,1,2,1,121,Lost Customers
23120,7,2,28.67,3,5,1,351,Others
23128,7,1,10.48,3,2,1,321,Others
23129,10,1,26.31,1,2,1,121,Lost Customers
23130,3,1,1052.31,4,2,5,425,Others
23131,7,1,722.82,3,2,5,325,Others
23134,10,1,7.68,1,2,1,121,Lost Customers
23135,1,3,669.76,5,5,5,555,High-Value Customers
23138,7,1,362.85,3,2,4,324,Others
23139,8,1,39.52,2,2,1,221,Lost Customers
23149,7,1,72.79,3,2,2,322,Others
23153,1,1,134.89,5,2,3,523,New Customers
23154,7,1,354.12,3,2,4,324,Others
23160,2,1,212.7,5,2,3,523,New Customers
23162,5,1,294.73,3,2,4,324,Others
23164,7,1,204.08,3,2,3,323,Others
23169,3,1,165.44,4,2,3,423,Others
23171,6,1,47.52,3,2,1,321,Others
23172,7,1,858.12,3,2,5,325,Others
23175,2,1,566.55,5,2,5,525,New Customers
23178,1,2,365.57,5,5,4,554,Loyal Customers
23179,9,1,275.0,1,2,4,124,Others
23180,9,1,100.87,1,2,2,122,Lost Customers
23181,8,1,107.07,2,2,2,222,Lost Customers
23182,1,3,221.16000000000003,5,5,3,553,Loyal Customers
23184,9,1,35.42,1,2,1,121,Lost Customers
23188,7,1,44.16,3,2,1,321,Others
23200,2,2,1245.65,5,5,5,555,High-Value Customers
23202,8,1,10.93,2,2,1,221,Lost Customers
23204,10,1,159.89,1,2,3,123,Others
23205,10,1,23.46,1,2,1,121,Lost Customers
23207,1,1,36.15,5,2,1,521,New Customers
23208,2,1,325.99,5,2,4,524,New Customers
23209,10,1,229.91,1,2,3,123,Others
23213,8,1,197.43,2,2,3,223,Others
23218,7,2,920.4200000000001,3,5,5,355,Others
23219,7,2,557.8,3,5,5,355,Others
23224,9,1,85.71,1,2,2,122,Lost Customers
23228,3,1,114.4,4,2,2,422,Others
23229,4,1,82.93,4,2,2,422,Others
23230,1,2,358.19,5,5,4,554,Loyal Customers
23232,3,2,1496.8999999999999,4,5,5,455,Loyal Customers
23234,8,1,79.28,2,2,2,222,Lost Customers
23238,8,1,196.31,2,2,3,223,Others
23243,4,1,92.9,4,2,2,422,Others
23244,5,2,105.35000000000001,3,5,2,352,Others
23249,1,3,295.58,5,5,4,554,Loyal Customers
23251,4,2,157.43,4,5,3,453,Loyal Customers
23253,10,1,172.99,1,2,3,123,Others
23256,8,1,9.7,2,2,1,221,Lost Customers
23257,3,2,479.22,4,5,5,455,Loyal Customers
23258,7,1,89.58,3,2,2,322,Others
23261,1,3,593.55,5,5,5,555,High-Value Customers
23266,7,1,393.38,3,2,4,324,Others
23280,7,2,389.77,3,5,4,354,Others
23282,7,1,213.76,3,2,3,323,Others
23284,4,1,199.03,4,2,3,423,Others
23285,9,1,154.94,1,2,3,123,Others
23290,7,1,203.77,3,2,3,323,Others
23292,7,1,245.52,3,2,4,324,Others
23293,8,1,62.04,2,2,2,222,Lost Customers
23294,2,1,331.47,5,2,4,524,New Customers
23301,4,1,716.77,4,2,5,425,Others
23302,7,2,282.72,3,5,4,354,Others
23309,7,1,62.02,3,2,2,322,Others
23310,7,1,147.98,3,2,3,323,Others
23313,7,3,655.13,3,5,5,355,Others
23316,5,1,135.6,3,2,3,323,Others
23325,4,2,308.83,4,5,4,454,Loyal Customers
23328,9,1,43.98,1,2,1,121,Lost Customers
23329,1,1,426.87,5,2,5,525,New Customers
23333,9,1,9.79,1,2,1,121,Lost Customers
23338,4,1,199.33,4,2,3,423,Others
23339,7,1,306.42,3,2,4,324,Others
23341,1,1,152.84,5,2,3,523,New Customers
23342,4,2,116.18,4,5,2,452,Loyal Customers
23346,7,1,267.51,3,2,4,324,Others
23350,7,1,93.05,3,2,2,322,Others
23354,7,1,175.41,3,2,3,323,Others
23355,7,1,30.34,3,2,1,321,Others
23356,10,1,15.42,1,2,1,121,Lost Customers
23358,7,2,562.1500000000001,3,5,5,355,Others
23363,1,1,71.82,5,2,2,522,New Customers
23364,3,1,93.27,4,2,2,422,Others
23366,3,1,212.75,4,2,3,423,Others
23369,2,2,837.99,5,5,5,555,High-Value Customers
23371,3,1,266.04,4,2,4,424,Others
23373,4,1,191.4,4,2,3,423,Others
23375,7,2,102.31,3,5,2,352,Others
23376,3,1,11.53,4,2,1,421,Others
23377,7,1,23.3,3,2,1,321,Others
23379,7,1,379.92,3,2,4,324,Others
23380,3,1,216.34,4,2,3,423,Others
23383,10,1,387.68,1,2,4,124,Others
23386,4,1,103.23,4,2,2,422,Others
23387,4,2,223.45,4,5,3,453,Loyal Customers
23388,10,1,303.95,1,2,4,124,Others
23391,9,1,73.85,1,2,2,122,Lost Customers
23392,3,2,232.23,4,5,3,453,Loyal Customers
23394,3,1,228.67,4,2,3,423,Others
23395,7,1,217.75,3,2,3,323,Others
23396,7,2,1796.79,3,5,5,355,Others
23399,7,1,50.91,3,2,1,321,Others
23400,1,1,709.87,5,2,5,525,New Customers
23403,7,1,16.43,3,2,1,321,Others
23417,2,1,11.21,5,2,1,521,New Customers
23418,2,1,19.18,5,2,1,521,New Customers
23420,10,2,109.23,1,5,2,152,Others
23422,7,1,144.48,3,2,3,323,Others
23425,1,2,868.92,5,5,5,555,High-Value Customers
23426,2,1,123.7,5,2,2,522,New Customers
23429,7,1,109.77,3,2,2,322,Others
23431,8,1,103.44,2,2,2,222,Lost Customers
23433,4,1,75.19,4,2,2,422,Others
23435,7,1,152.2,3,2,3,323,Others
23438,7,1,262.96,3,2,4,324,Others
23439,5,1,80.05,3,2,2,322,Others
23440,1,1,12.09,5,2,1,521,New Customers
23441,1,1,10.86,5,2,1,521,New Customers
23442,2,1,118.27,5,2,2,522,New Customers
23443,7,1,87.49,3,2,2,322,Others
23448,9,1,172.94,1,2,3,123,Others
23454,7,1,53.39,3,2,1,321,Others
23455,7,3,1131.15,3,5,5,355,Others
23461,3,2,490.96999999999997,4,5,5,455,Loyal Customers
23462,7,1,52.04,3,2,1,321,Others
23466,2,3,852.9100000000001,5,5,5,555,High-Value Customers
23467,3,1,602.2,4,2,5,425,Others
23471,4,1,318.41,4,2,4,424,Others
23479,7,1,8.83,3,2,1,321,Others
23482,9,1,176.66,1,2,3,123,Others
23483,7,1,183.1,3,2,3,323,Others
23485,10,1,13.9,1,2,1,121,Lost Customers
23487,10,1,51.29,1,2,1,121,Lost Customers
23489,5,1,539.51,3,2,5,325,Others
23492,8,1,15.02,2,2,1,221,Lost Customers
23494,7,1,496.11,3,2,5,325,Others
23495,1,2,804.63,5,5,5,555,High-Value Customers
23503,8,1,59.34,2,2,2,222,Lost Customers
23507,10,1,12.11,1,2,1,121,Lost Customers
23509,7,1,46.85,3,2,1,321,Others
23517,10,2,765.44,1,5,5,155,At-Risk Customers
23522,4,1,407.28,4,2,4,424,Others
23525,9,1,617.53,1,2,5,125,Others
23529,2,3,206.73000000000002,5,5,3,553,Loyal Customers
23530,9,1,50.9,1,2,1,121,Lost Customers
23534,5,1,42.74,3,2,1,321,Others
23535,7,1,123.99,3,2,2,322,Others
23536,4,1,88.56,4,2,2,422,Others
23540,7,1,955.48,3,2,5,325,Others
23543,9,1,61.8,1,2,2,122,Lost Customers
23544,2,2,161.75,5,5,3,553,Loyal Customers
23546,1,1,39.75,5,2,1,521,New Customers
23548,3,1,174.99,4,2,3,423,Others
23549,5,1,85.37,3,2,2,322,Others
23550,6,2,303.66999999999996,3,5,4,354,Others
23553,5,1,26.58,3,2,1,321,Others
23559,5,1,216.36,3,2,3,323,Others
23560,7,1,191.97,3,2,3,323,Others
23562,9,1,5.62,1,2,1,121,Lost Customers
23563,8,1,169.15,2,2,3,223,Others
23565,5,1,168.18,3,2,3,323,Others
23567,5,1,200.03,3,2,3,323,Others
23572,4,1,127.13,4,2,2,422,Others
23575,10,1,219.27,1,2,3,123,Others
23576,3,2,222.78,4,5,3,453,Loyal Customers
23580,3,1,154.2,4,2,3,423,Others
23586,8,1,18.09,2,2,1,221,Lost Customers
23588,9,1,127.61,1,2,2,122,Lost Customers
23589,7,1,26.89,3,2,1,321,Others
23594,2,1,77.66,5,2,2,522,New Customers
23596,4,1,4.06,4,2,1,421,Others
23602,7,1,432.18,3,2,5,325,Others
23603,1,1,70.52,5,2,2,522,New Customers
23605,1,3,981.4200000000001,5,5,5,555,High-Value Customers
23607,1,2,1059.57,5,5,5,555,High-Value Customers
23610,1,1,7.32,5,2,1,521,New Customers
23611,1,1,58.53,5,2,2,522,New Customers
23612,7,1,18.98,3,2,1,321,Others
23615,8,1,178.93,2,2,3,223,Others
23617,7,1,108.23,3,2,2,322,Others
23618,3,2,452.65999999999997,4,5,5,455,Loyal Customers
23619,7,1,56.84,3,2,1,321,Others
23620,10,2,629.67,1,5,5,155,At-Risk Customers
23621,10,1,2.11,1,2,1,121,Lost Customers
23623,9,1,12.73,1,2,1,121,Lost Customers
23630,9,1,23.36,1,2,1,121,Lost Customers
23633,8,1,12.45,2,2,1,221,Lost Customers
23634,7,2,722.89,3,5,5,355,Others
23638,3,2,399.1,4,5,4,454,Loyal Customers
23639,7,1,671.6,3,2,5,325,Others
23644,9,1,14.08,1,2,1,121,Lost Customers
23646,4,1,18.56,4,2,1,421,Others
23647,7,2,114.58,3,5,2,352,Others
23652,1,1,159.27,5,2,3,523,New Customers
23658,2,1,5.17,5,2,1,521,New Customers
23661,10,1,526.42,1,2,5,125,Others
23664,7,1,605.73,3,2,5,325,Others
23665,4,1,89.49,4,2,2,422,Others
23666,5,1,5.95,3,2,1,321,Others
23668,2,1,40.87,5,2,1,521,New Customers
23669,9,2,919.69,1,5,5,155,At-Risk Customers
23672,9,1,105.59,1,2,2,122,Lost Customers
23675,3,1,125.94,4,2,2,422,Others
23676,7,1,434.27,3,2,5,325,Others
23677,8,1,747.56,2,2,5,225,Others
23678,2,1,758.31,5,2,5,525,New Customers
23681,1,1,221.04,5,2,3,523,New Customers
23684,8,1,172.43,2,2,3,223,Others
23686,1,2,504.88,5,5,5,555,High-Value Customers
23687,5,1,72.31,3,2,2,322,Others
23688,5,1,134.27,3,2,3,323,Others
23689,2,1,112.72,5,2,2,522,New Customers
23690,2,2,525.8100000000001,5,5,5,555,High-Value Customers
23691,1,1,167.75,5,2,3,523,New Customers
23693,8,1,311.95,2,2,4,224,Others
23695,1,2,275.32,5,5,4,554,Loyal Customers
23697,1,1,9.02,5,2,1,521,New Customers
23699,4,1,64.24,4,2,2,422,Others
23700,9,1,119.47,1,2,2,122,Lost Customers
23704,3,1,292.3,4,2,4,424,Others
23713,8,1,164.87,2,2,3,223,Others
23714,10,1,74.42,1,2,2,122,Lost Customers
23716,10,1,150.32,1,2,3,123,Others
23717,10,1,74.77,1,2,2,122,Lost Customers
23721,10,1,17.58,1,2,1,121,Lost Customers
23727,3,1,16.14,4,2,1,421,Others
23729,10,1,553.72,1,2,5,125,Others
23730,3,2,347.06,4,5,4,454,Loyal Customers
23731,3,1,252.25,4,2,4,424,Others
23732,3,1,122.27,4,2,2,422,Others
23733,7,1,67.65,3,2,2,322,Others
23737,8,1,128.52,2,2,2,222,Lost Customers
23738,5,1,293.49,3,2,4,324,Others
23740,5,1,16.54,3,2,1,321,Others
23741,7,1,772.8,3,2,5,325,Others
23743,7,2,204.67000000000002,3,5,3,353,Others
23747,3,1,131.49,4,2,3,423,Others
23749,7,1,88.73,3,2,2,322,Others
23750,3,1,89.25,4,2,2,422,Others
23751,10,1,111.26,1,2,2,122,Lost Customers
23752,1,1,51.21,5,2,1,521,New Customers
23754,4,1,52.34,4,2,1,421,Others
23758,3,1,10.29,4,2,1,421,Others
23760,7,1,50.85,3,2,1,321,Others
23761,7,1,161.58,3,2,3,323,Others
23763,3,2,491.65,4,5,5,455,Loyal Customers
23764,7,1,41.08,3,2,1,321,Others
23766,10,1,48.42,1,2,1,121,Lost Customers
23768,3,2,238.64999999999998,4,5,4,454,Loyal Customers
23771,8,1,142.57,2,2,3,223,Others
23775,4,3,332.56,4,5,4,454,Loyal Customers
23776,7,2,147.95999999999998,3,5,3,353,Others
23781,7,2,75.41999999999999,3,5,2,352,Others
23786,9,1,202.0,1,2,3,123,Others
23789,1,1,513.51,5,2,5,525,New Customers
23790,9,1,526.86,1,2,5,125,Others
23791,4,1,28.62,4,2,1,421,Others
23793,1,2,466.05,5,5,5,555,High-Value Customers
23798,9,1,154.0,1,2,3,123,Others
23800,7,1,132.24,3,2,3,323,Others
23802,5,1,75.4,3,2,2,322,Others
23803,9,1,135.49,1,2,3,123,Others
23806,8,1,117.27,2,2,2,222,Lost Customers
23808,7,1,118.19,3,2,2,322,Others
23813,9,1,382.71,1,2,4,124,Others
23814,3,2,753.88,4,5,5,455,Loyal Customers
23816,1,3,557.42,5,5,5,555,High-Value Customers
23821,7,1,85.79,3,2,2,322,Others
23823,10,1,348.59,1,2,4,124,Others
23826,3,1,252.76,4,2,4,424,Others
23827,7,1,21.84,3,2,1,321,Others
23829,4,1,28.53,4,2,1,421,Others
23830,1,3,258.03999999999996,5,5,4,554,Loyal Customers
23833,7,1,195.11,3,2,3,323,Others
23837,8,1,521.14,2,2,5,225,Others
23839,7,1,112.95,3,2,2,322,Others
23842,5,1,204.8,3,2,3,323,Others
23843,2,1,13.97,5,2,1,521,New Customers
23846,2,1,322.62,5,2,4,524,New Customers
23848,5,1,229.72,3,2,3,323,Others
23854,10,1,50.93,1,2,1,121,Lost Customers
23855,10,1,264.89,1,2,4,124,Others
23857,7,2,985.75,3,5,5,355,Others
23858,2,1,239.99,5,2,4,524,New Customers
23861,7,2,1155.92,3,5,5,355,Others
23863,10,1,393.16,1,2,4,124,Others
23865,5,1,1.99,3,2,1,321,Others
23867,7,1,133.38,3,2,3,323,Others
23868,7,1,64.85,3,2,2,322,Others
23869,8,1,84.58,2,2,2,222,Lost Customers
23870,7,1,14.72,3,2,1,321,Others
23872,4,1,154.51,4,2,3,423,Others
23874,1,1,23.99,5,2,1,521,New Customers
23877,7,1,39.35,3,2,1,321,Others
23884,8,1,199.25,2,2,3,223,Others
23885,4,2,797.39,4,5,5,455,Loyal Customers
23887,5,1,256.33,3,2,4,324,Others
23890,8,1,234.03,2,2,3,223,Others
23891,3,2,261.87,4,5,4,454,Loyal Customers
23899,9,1,49.14,1,2,1,121,Lost Customers
23902,4,1,82.07,4,2,2,422,Others
23903,8,1,326.64,2,2,4,224,Others
23905,7,1,326.3,3,2,4,324,Others
23909,5,1,39.66,3,2,1,321,Others
23916,8,1,248.75,2,2,4,224,Others
23917,10,1,19.2,1,2,1,121,Lost Customers
23921,1,2,795.87,5,5,5,555,High-Value Customers
23923,2,1,43.4,5,2,1,521,New Customers
23926,10,1,55.51,1,2,1,121,Lost Customers
23927,3,1,22.61,4,2,1,421,Others
23930,9,1,50.06,1,2,1,121,Lost Customers
23931,1,1,67.63,5,2,2,522,New Customers
23932,4,1,312.85,4,2,4,424,Others
23933,5,1,159.77,3,2,3,323,Others
23934,7,2,9.9,3,5,1,351,Others
23935,7,1,467.08,3,2,5,325,Others
23937,10,1,134.36,1,2,3,123,Others
23938,8,1,307.29,2,2,4,224,Others
23942,7,1,274.94,3,2,4,324,Others
23945,7,1,364.87,3,2,4,324,Others
23946,6,1,253.92,3,2,4,324,Others
23947,7,1,186.33,3,2,3,323,Others
23949,7,1,167.08,3,2,3,323,Others
23950,5,1,49.39,3,2,1,321,Others
23952,7,1,87.6,3,2,2,322,Others
23954,3,1,278.92,4,2,4,424,Others
23964,7,1,79.78,3,2,2,322,Others
23970,7,2,439.36,3,5,5,355,Others
23972,2,1,318.83,5,2,4,524,New Customers
23973,9,1,79.84,1,2,2,122,Lost Customers
23975,9,1,475.99,1,2,5,125,Others
23976,5,1,216.2,3,2,3,323,Others
23977,10,1,25.96,1,2,1,121,Lost Customers
23979,7,1,205.43,3,2,3,323,Others
23981,3,1,70.08,4,2,2,422,Others
23982,8,1,74.79,2,2,2,222,Lost Customers
23983,1,1,16.75,5,2,1,521,New Customers
23986,1,1,418.68,5,2,5,525,New Customers
23988,7,1,430.68,3,2,5,325,Others
23991,7,1,6.87,3,2,1,321,Others
23994,5,1,15.26,3,2,1,321,Others
23999,7,1,3.04,3,2,1,321,Others
24004,1,4,478.62,5,5,5,555,High-Value Customers
24007,3,1,35.08,4,2,1,421,Others
24010,7,1,62.83,3,2,2,322,Others
24012,3,1,38.63,4,2,1,421,Others
24014,2,1,123.01,5,2,2,522,New Customers
24015,7,1,200.45,3,2,3,323,Others
24016,8,1,209.85,2,2,3,223,Others
24017,3,2,520.75,4,5,5,455,Loyal Customers
24018,7,1,144.46,3,2,3,323,Others
24023,7,1,43.5,3,2,1,321,Others
24026,10,1,161.07,1,2,3,123,Others
24027,3,1,11.41,4,2,1,421,Others
24028,2,1,196.59,5,2,3,523,New Customers
24029,10,1,94.56,1,2,2,122,Lost Customers
24031,2,3,279.83,5,5,4,554,Loyal Customers
24035,7,1,695.2,3,2,5,325,Others
24036,7,1,544.89,3,2,5,325,Others
24037,8,1,280.11,2,2,4,224,Others
24038,2,2,378.23,5,5,4,554,Loyal Customers
24042,9,1,155.36,1,2,3,123,Others
24046,5,1,135.47,3,2,3,323,Others
24049,7,1,335.7,3,2,4,324,Others
24050,4,1,66.08,4,2,2,422,Others
24053,7,1,0.6,3,2,1,321,Others
24055,10,1,255.79,1,2,4,124,Others
24056,8,1,139.64,2,2,3,223,Others
24057,2,2,272.56,5,5,4,554,Loyal Customers
24064,7,1,405.16,3,2,4,324,Others
24065,7,1,10.82,3,2,1,321,Others
24071,7,2,581.46,3,5,5,355,Others
24072,4,1,521.14,4,2,5,425,Others
24073,7,1,942.07,3,2,5,325,Others
24075,10,1,80.76,1,2,2,122,Lost Customers
24076,1,1,372.13,5,2,4,524,New Customers
24079,5,1,26.42,3,2,1,321,Others
24081,7,1,313.96,3,2,4,324,Others
24082,8,1,435.71,2,2,5,225,Others
24084,5,1,356.81,3,2,4,324,Others
24086,2,1,41.83,5,2,1,521,New Customers
24087,7,2,427.18,3,5,5,355,Others
24091,8,1,27.93,2,2,1,221,Lost Customers
24092,4,1,168.02,4,2,3,423,Others
24093,5,1,67.64,3,2,2,322,Others
24094,1,1,49.99,5,2,1,521,New Customers
24095,5,1,23.23,3,2,1,321,Others
24096,10,1,352.8,1,2,4,124,Others
24100,1,2,268.82,5,5,4,554,Loyal Customers
24103,7,1,228.05,3,2,3,323,Others
24106,7,1,294.34,3,2,4,324,Others
24110,7,2,1938.25,3,5,5,355,Others
24111,7,1,495.06,3,2,5,325,Others
24112,3,2,595.5,4,5,5,455,Loyal Customers
24113,10,1,471.54,1,2,5,125,Others
24114,2,2,634.13,5,5,5,555,High-Value Customers
24117,4,1,341.13,4,2,4,424,Others
24123,2,1,816.15,5,2,5,525,New Customers
24125,2,1,368.95,5,2,4,524,New Customers
24126,4,1,171.16,4,2,3,423,Others
24127,8,2,404.85,2,5,4,254,At-Risk Customers
24128,7,1,35.2,3,2,1,321,Others
24129,1,1,55.61,5,2,1,521,New Customers
24130,10,1,43.12,1,2,1,121,Lost Customers
24134,7,1,50.71,3,2,1,321,Others
24135,1,2,109.2,5,5,2,552,Loyal Customers
24141,1,1,180.41,5,2,3,523,New Customers
24142,8,2,236.41,2,5,4,254,At-Risk Customers
24143,7,1,11.57,3,2,1,321,Others
24146,9,1,648.24,1,2,5,125,Others
24150,7,1,234.29,3,2,3,323,Others
24152,5,2,199.87,3,5,3,353,Others
24153,5,2,358.71000000000004,3,5,4,354,Others
24154,1,2,1067.55,5,5,5,555,High-Value Customers
24156,4,1,57.03,4,2,2,422,Others
24160,5,1,24.67,3,2,1,321,Others
24162,2,1,29.6,5,2,1,521,New Customers
24163,7,1,327.0,3,2,4,324,Others
24164,7,1,85.58,3,2,2,322,Others
24168,3,1,264.5,4,2,4,424,Others
24169,3,2,146.95999999999998,4,5,3,453,Loyal Customers
24173,7,1,143.9,3,2,3,323,Others
24176,7,1,62.66,3,2,2,322,Others
24177,10,1,323.81,1,2,4,124,Others
24178,9,1,380.86,1,2,4,124,Others
24181,7,1,336.14,3,2,4,324,Others
24182,7,1,572.31,3,2,5,325,Others
24188,2,1,77.39,5,2,2,522,New Customers
24190,3,1,556.5,4,2,5,425,Others
24191,1,1,515.11,5,2,5,525,New Customers
24192,7,1,171.55,3,2,3,323,Others
24193,7,1,26.99,3,2,1,321,Others
24195,4,1,182.12,4,2,3,423,Others
24202,7,2,1352.6399999999999,3,5,5,355,Others
24203,9,1,70.4,1,2,2,122,Lost Customers
24205,4,1,86.25,4,2,2,422,Others
24207,10,1,218.3,1,2,3,123,Others
24209,6,2,244.48000000000002,3,5,4,354,Others
24211,4,2,371.02,4,5,4,454,Loyal Customers
24212,9,1,270.98,1,2,4,124,Others
24218,7,1,591.58,3,2,5,325,Others
24221,3,2,775.3299999999999,4,5,5,455,Loyal Customers
24226,3,2,286.15,4,5,4,454,Loyal Customers
24228,4,1,919.04,4,2,5,425,Others
24229,7,1,447.13,3,2,5,325,Others
24230,1,1,18.51,5,2,1,521,New Customers
24232,2,1,82.41,5,2,2,522,New Customers
24236,1,1,47.3,5,2,1,521,New Customers
24241,3,1,32.74,4,2,1,421,Others
24246,9,1,349.26,1,2,4,124,Others
24247,5,1,299.1,3,2,4,324,Others
24250,8,1,2.68,2,2,1,221,Lost Customers
24251,1,1,48.19,5,2,1,521,New Customers
24253,7,1,102.43,3,2,2,322,Others
24254,8,1,10.84,2,2,1,221,Lost Customers
24261,7,1,7.91,3,2,1,321,Others
24263,8,1,323.25,2,2,4,224,Others
24265,8,1,177.86,2,2,3,223,Others
24269,7,1,1088.86,3,2,5,325,Others
24270,7,2,53.56,3,5,1,351,Others
24272,3,1,142.83,4,2,3,423,Others
24277,7,1,362.24,3,2,4,324,Others
24278,7,2,349.04,3,5,4,354,Others
24282,7,1,533.42,3,2,5,325,Others
24285,3,1,267.9,4,2,4,424,Others
24291,7,1,681.69,3,2,5,325,Others
24301,5,2,199.97,3,5,3,353,Others
24307,7,1,187.21,3,2,3,323,Others
